3,BL_0
WL_0,20750005.622375157
WL_1,20750005.622375157
WL_2,20750005.622375157
WL_3,20750005.622375157
WL_4,20750005.622375157
WL_5,20750005.622375157
WL_6,20750005.622375157
WL_7,20750005.622375157
WL_8,20750005.622375157
WL_9,20750005.622375157
WL_10,20750005.622375157
WL_11,20750005.622375157
WL_12,20750005.622375157
WL_13,20750005.622375157
WL_14,20750005.622375157
WL_15,20750005.622375157
WL_16,20750005.622375157
WL_17,20750005.622375157
WL_18,20750005.622375157
WL_19,20750005.622375157
WL_20,20750005.622375157
WL_21,20750005.622375157
WL_22,20750005.622375157
WL_23,20750005.622375157
WL_24,20750005.622375157
WL_25,20750005.622375157
WL_26,20750005.622375157
WL_27,20750005.622375157
WL_28,20750005.622375157
WL_29,20750005.622375157
WL_30,20750005.622375157
WL_31,20750005.622375157
WL_32,20750005.622375157
WL_33,20750005.622375157
WL_34,20750005.622375157
WL_35,20750005.622375157
WL_36,20750005.622375157
WL_37,20750005.622375157
WL_38,20750005.622375157
WL_39,20750005.622375157
WL_40,20750005.622375157
WL_41,20750005.622375157
WL_42,20750005.622375157
WL_43,20750005.622375157
WL_44,20750005.622375157
WL_45,20750005.622375157
WL_46,20750005.622375157
WL_47,20750005.622375157
WL_48,20750005.622375157
WL_49,20750005.622375157
WL_50,20750005.622375157
WL_51,20750005.622375157
WL_52,20750005.622375157
WL_53,20750005.622375157
WL_54,20750005.622375157
WL_55,20750005.622375157
WL_56,20750005.622375157
WL_57,20750005.622375157
WL_58,20750005.622375157
WL_59,20750005.622375157
WL_60,20750005.622375157
WL_61,20750005.622375157
WL_62,20750005.622375157
WL_63,20750005.622375157
WL_64,20750005.622375157
WL_65,20750005.622375157
WL_66,20750005.622375157
WL_67,20750005.622375157
WL_68,20750005.622375157
WL_69,20750005.622375157
WL_70,20750005.622375157
WL_71,20750005.622375157
WL_72,20750005.622375157
WL_73,20750005.622375157
WL_74,20750005.622375157
WL_75,20750005.622375157
WL_76,20750005.622375157
WL_77,20750005.622375157
WL_78,20750005.622375157
WL_79,20750005.622375157
WL_80,20750005.622375157
WL_81,20750005.622375157
WL_82,20750005.622375157
WL_83,20750005.622375157
WL_84,20750005.622375157
WL_85,20750005.622375157
WL_86,20750005.622375157
WL_87,20750005.622375157
WL_88,20750005.622375157
WL_89,20750005.622375157
WL_90,20750005.622375157
WL_91,20750005.622375157
WL_92,20750005.622375157
WL_93,20750005.622375157
WL_94,20750005.622375157
WL_95,20750005.622375157
WL_96,20750005.622375157
WL_97,20750005.622375157
WL_98,20750005.622375157
WL_99,20750005.622375157
WL_100,20750005.622375157
WL_101,20750005.622375157
WL_102,20750005.622375157
WL_103,20750005.622375157
WL_104,20750005.622375157
WL_105,20750005.622375157
WL_106,20750005.622375157
WL_107,20750005.622375157
WL_108,20750005.622375157
WL_109,20750005.622375157
WL_110,20750005.622375157
WL_111,20750005.622375157
WL_112,20750005.622375157
WL_113,20750005.622375157
WL_114,20750005.622375157
WL_115,20750005.622375157
WL_116,20750005.622375157
WL_117,20750005.622375157
WL_118,20750005.622375157
WL_119,20750005.622375157
WL_120,20750005.622375157
WL_121,20750005.622375157
WL_122,20750005.622375157
WL_123,20750005.622375157
WL_124,20750005.622375157
WL_125,20750005.622375157
WL_126,20750005.622375157
WL_127,20750005.622375157
