3,BL_0
WL_0,545.0609812352568
WL_1,545.0609812352568
WL_2,545.0609812352568
WL_3,545.0609812352568
WL_4,545.0609812352568
WL_5,545.0609812352568
WL_6,545.0609812352568
WL_7,545.0609812352568
WL_8,545.0609812352568
WL_9,545.0609812352568
WL_10,545.0609812352568
WL_11,545.0609812352568
WL_12,545.0609812352568
WL_13,545.0609812352568
WL_14,545.0609812352568
WL_15,545.0609812352568
WL_16,545.0609812352568
WL_17,545.0609812352568
WL_18,545.0609812352568
WL_19,545.0609812352568
WL_20,545.0609812352568
WL_21,545.0609812352568
WL_22,545.0609812352568
WL_23,545.0609812352568
WL_24,545.0609812352568
WL_25,545.0609812352568
WL_26,545.0609812352568
WL_27,545.0609812352568
WL_28,545.0609812352568
WL_29,545.0609812352568
WL_30,545.0609812352568
WL_31,545.0609812352568
WL_32,545.0609812352568
WL_33,545.0609812352568
WL_34,545.0609812352568
WL_35,545.0609812352568
WL_36,545.0609812352568
WL_37,545.0609812352568
WL_38,545.0609812352568
WL_39,545.0609812352568
WL_40,545.0609812352568
WL_41,545.0609812352568
WL_42,545.0609812352568
WL_43,545.0609812352568
WL_44,545.0609812352568
WL_45,545.0609812352568
WL_46,545.0609812352568
WL_47,545.0609812352568
WL_48,545.0609812352568
WL_49,545.0609812352568
WL_50,545.0609812352568
WL_51,545.0609812352568
WL_52,545.0609812352568
WL_53,545.0609812352568
WL_54,545.0609812352568
WL_55,545.0609812352568
WL_56,545.0609812352568
WL_57,545.0609812352568
WL_58,545.0609812352568
WL_59,545.0609812352568
WL_60,545.0609812352568
WL_61,545.0609812352568
WL_62,545.0609812352568
WL_63,545.0609812352568
WL_64,545.0609812352568
WL_65,545.0609812352568
WL_66,545.0609812352568
WL_67,545.0609812352568
WL_68,545.0609812352568
WL_69,545.0609812352568
WL_70,545.0609812352568
WL_71,545.0609812352568
WL_72,545.0609812352568
WL_73,545.0609812352568
WL_74,545.0609812352568
WL_75,545.0609812352568
WL_76,545.0609812352568
WL_77,545.0609812352568
WL_78,545.0609812352568
WL_79,545.0609812352568
WL_80,545.0609812352568
WL_81,545.0609812352568
WL_82,545.0609812352568
WL_83,545.0609812352568
WL_84,545.0609812352568
WL_85,545.0609812352568
WL_86,545.0609812352568
WL_87,545.0609812352568
WL_88,545.0609812352568
WL_89,545.0609812352568
WL_90,545.0609812352568
WL_91,545.0609812352568
WL_92,545.0609812352568
WL_93,545.0609812352568
WL_94,545.0609812352568
WL_95,545.0609812352568
WL_96,545.0609812352568
WL_97,545.0609812352568
WL_98,545.0609812352568
WL_99,545.0609812352568
WL_100,545.0609812352568
WL_101,545.0609812352568
WL_102,545.0609812352568
WL_103,545.0609812352568
WL_104,545.0609812352568
WL_105,545.0609812352568
WL_106,545.0609812352568
WL_107,545.0609812352568
WL_108,545.0609812352568
WL_109,545.0609812352568
WL_110,545.0609812352568
WL_111,545.0609812352568
WL_112,545.0609812352568
WL_113,545.0609812352568
WL_114,545.0609812352568
WL_115,545.0609812352568
WL_116,545.0609812352568
WL_117,545.0609812352568
WL_118,545.0609812352568
WL_119,545.0609812352568
WL_120,545.0609812352568
WL_121,545.0609812352568
WL_122,545.0609812352568
WL_123,545.0609812352568
WL_124,545.0609812352568
WL_125,545.0609812352568
WL_126,545.0609812352568
WL_127,545.0609812352568
