3,BL_0
WL_0,25386397.67904743
WL_1,25386397.67904743
WL_2,25386397.67904743
WL_3,25386397.67904743
WL_4,25386397.67904743
WL_5,25386397.67904743
WL_6,25386397.67904743
WL_7,25386397.67904743
WL_8,25386397.67904743
WL_9,25386397.67904743
WL_10,25386397.67904743
WL_11,25386397.67904743
WL_12,25386397.67904743
WL_13,25386397.67904743
WL_14,25386397.67904743
WL_15,25386397.67904743
WL_16,25386397.67904743
WL_17,25386397.67904743
WL_18,25386397.67904743
WL_19,25386397.67904743
WL_20,25386397.67904743
WL_21,25386397.67904743
WL_22,25386397.67904743
WL_23,25386397.67904743
WL_24,25386397.67904743
WL_25,25386397.67904743
WL_26,25386397.67904743
WL_27,25386397.67904743
WL_28,25386397.67904743
WL_29,25386397.67904743
WL_30,25386397.67904743
WL_31,25386397.67904743
WL_32,25386397.67904743
WL_33,25386397.67904743
WL_34,25386397.67904743
WL_35,25386397.67904743
WL_36,25386397.67904743
WL_37,25386397.67904743
WL_38,25386397.67904743
WL_39,25386397.67904743
WL_40,25386397.67904743
WL_41,25386397.67904743
WL_42,25386397.67904743
WL_43,25386397.67904743
WL_44,25386397.67904743
WL_45,25386397.67904743
WL_46,25386397.67904743
WL_47,25386397.67904743
WL_48,25386397.67904743
WL_49,25386397.67904743
WL_50,25386397.67904743
WL_51,25386397.67904743
WL_52,25386397.67904743
WL_53,25386397.67904743
WL_54,25386397.67904743
WL_55,25386397.67904743
WL_56,25386397.67904743
WL_57,25386397.67904743
WL_58,25386397.67904743
WL_59,25386397.67904743
WL_60,25386397.67904743
WL_61,25386397.67904743
WL_62,25386397.67904743
WL_63,25386397.67904743
WL_64,25386397.67904743
WL_65,25386397.67904743
WL_66,25386397.67904743
WL_67,25386397.67904743
WL_68,25386397.67904743
WL_69,25386397.67904743
WL_70,25386397.67904743
WL_71,25386397.67904743
WL_72,25386397.67904743
WL_73,25386397.67904743
WL_74,25386397.67904743
WL_75,25386397.67904743
WL_76,25386397.67904743
WL_77,25386397.67904743
WL_78,25386397.67904743
WL_79,25386397.67904743
WL_80,25386397.67904743
WL_81,25386397.67904743
WL_82,25386397.67904743
WL_83,25386397.67904743
WL_84,25386397.67904743
WL_85,25386397.67904743
WL_86,25386397.67904743
WL_87,25386397.67904743
WL_88,25386397.67904743
WL_89,25386397.67904743
WL_90,25386397.67904743
WL_91,25386397.67904743
WL_92,25386397.67904743
WL_93,25386397.67904743
WL_94,25386397.67904743
WL_95,25386397.67904743
WL_96,25386397.67904743
WL_97,25386397.67904743
WL_98,25386397.67904743
WL_99,25386397.67904743
WL_100,25386397.67904743
WL_101,25386397.67904743
WL_102,25386397.67904743
WL_103,25386397.67904743
WL_104,25386397.67904743
WL_105,25386397.67904743
WL_106,25386397.67904743
WL_107,25386397.67904743
WL_108,25386397.67904743
WL_109,25386397.67904743
WL_110,25386397.67904743
WL_111,25386397.67904743
WL_112,25386397.67904743
WL_113,25386397.67904743
WL_114,25386397.67904743
WL_115,25386397.67904743
WL_116,25386397.67904743
WL_117,25386397.67904743
WL_118,25386397.67904743
WL_119,25386397.67904743
WL_120,25386397.67904743
WL_121,25386397.67904743
WL_122,25386397.67904743
WL_123,25386397.67904743
WL_124,25386397.67904743
WL_125,25386397.67904743
WL_126,25386397.67904743
WL_127,25386397.67904743
