3,BL_1
WL_0,259.14857672990547
WL_1,259.14857672990547
WL_2,259.14857672990547
WL_3,259.14857672990547
WL_4,259.14857672990547
WL_5,259.14857672990547
WL_6,259.14857672990547
WL_7,259.14857672990547
WL_8,259.14857672990547
WL_9,259.14857672990547
WL_10,259.14857672990547
WL_11,259.14857672990547
WL_12,259.14857672990547
WL_13,259.14857672990547
WL_14,259.14857672990547
WL_15,259.14857672990547
WL_16,259.14857672990547
WL_17,259.14857672990547
WL_18,259.14857672990547
WL_19,259.14857672990547
WL_20,259.14857672990547
WL_21,259.14857672990547
WL_22,259.14857672990547
WL_23,259.14857672990547
WL_24,259.14857672990547
WL_25,259.14857672990547
WL_26,259.14857672990547
WL_27,259.14857672990547
WL_28,259.14857672990547
WL_29,259.14857672990547
WL_30,259.14857672990547
WL_31,259.14857672990547
WL_32,259.14857672990547
WL_33,259.14857672990547
WL_34,259.14857672990547
WL_35,259.14857672990547
WL_36,259.14857672990547
WL_37,259.14857672990547
WL_38,259.14857672990547
WL_39,259.14857672990547
WL_40,259.14857672990547
WL_41,259.14857672990547
WL_42,259.14857672990547
WL_43,259.14857672990547
WL_44,259.14857672990547
WL_45,259.14857672990547
WL_46,259.14857672990547
WL_47,259.14857672990547
WL_48,259.14857672990547
WL_49,259.14857672990547
WL_50,259.14857672990547
WL_51,259.14857672990547
WL_52,259.14857672990547
WL_53,259.14857672990547
WL_54,259.14857672990547
WL_55,259.14857672990547
WL_56,259.14857672990547
WL_57,259.14857672990547
WL_58,259.14857672990547
WL_59,259.14857672990547
WL_60,259.14857672990547
WL_61,259.14857672990547
WL_62,259.14857672990547
WL_63,259.14857672990547
WL_64,259.14857672990547
WL_65,259.14857672990547
WL_66,259.14857672990547
WL_67,259.14857672990547
WL_68,259.14857672990547
WL_69,259.14857672990547
WL_70,259.14857672990547
WL_71,259.14857672990547
WL_72,259.14857672990547
WL_73,259.14857672990547
WL_74,259.14857672990547
WL_75,259.14857672990547
WL_76,259.14857672990547
WL_77,259.14857672990547
WL_78,259.14857672990547
WL_79,259.14857672990547
WL_80,259.14857672990547
WL_81,259.14857672990547
WL_82,259.14857672990547
WL_83,259.14857672990547
WL_84,259.14857672990547
WL_85,259.14857672990547
WL_86,259.14857672990547
WL_87,259.14857672990547
WL_88,259.14857672990547
WL_89,259.14857672990547
WL_90,259.14857672990547
WL_91,259.14857672990547
WL_92,259.14857672990547
WL_93,259.14857672990547
WL_94,259.14857672990547
WL_95,259.14857672990547
WL_96,259.14857672990547
WL_97,259.14857672990547
WL_98,259.14857672990547
WL_99,259.14857672990547
WL_100,259.14857672990547
WL_101,259.14857672990547
WL_102,259.14857672990547
WL_103,259.14857672990547
WL_104,259.14857672990547
WL_105,259.14857672990547
WL_106,259.14857672990547
WL_107,259.14857672990547
WL_108,259.14857672990547
WL_109,259.14857672990547
WL_110,259.14857672990547
WL_111,259.14857672990547
WL_112,259.14857672990547
WL_113,259.14857672990547
WL_114,259.14857672990547
WL_115,259.14857672990547
WL_116,259.14857672990547
WL_117,259.14857672990547
WL_118,259.14857672990547
WL_119,259.14857672990547
WL_120,259.14857672990547
WL_121,259.14857672990547
WL_122,259.14857672990547
WL_123,259.14857672990547
WL_124,259.14857672990547
WL_125,259.14857672990547
WL_126,259.14857672990547
WL_127,259.14857672990547
