3,BL_0
WL_0,23952167.573011104
WL_1,23952167.573011104
WL_2,23952167.573011104
WL_3,23952167.573011104
WL_4,23952167.573011104
WL_5,23952167.573011104
WL_6,23952167.573011104
WL_7,23952167.573011104
WL_8,23952167.573011104
WL_9,23952167.573011104
WL_10,23952167.573011104
WL_11,23952167.573011104
WL_12,23952167.573011104
WL_13,23952167.573011104
WL_14,23952167.573011104
WL_15,23952167.573011104
WL_16,23952167.573011104
WL_17,23952167.573011104
WL_18,23952167.573011104
WL_19,23952167.573011104
WL_20,23952167.573011104
WL_21,23952167.573011104
WL_22,23952167.573011104
WL_23,23952167.573011104
WL_24,23952167.573011104
WL_25,23952167.573011104
WL_26,23952167.573011104
WL_27,23952167.573011104
WL_28,23952167.573011104
WL_29,23952167.573011104
WL_30,23952167.573011104
WL_31,23952167.573011104
WL_32,23952167.573011104
WL_33,23952167.573011104
WL_34,23952167.573011104
WL_35,23952167.573011104
WL_36,23952167.573011104
WL_37,23952167.573011104
WL_38,23952167.573011104
WL_39,23952167.573011104
WL_40,23952167.573011104
WL_41,23952167.573011104
WL_42,23952167.573011104
WL_43,23952167.573011104
WL_44,23952167.573011104
WL_45,23952167.573011104
WL_46,23952167.573011104
WL_47,23952167.573011104
WL_48,23952167.573011104
WL_49,23952167.573011104
WL_50,23952167.573011104
WL_51,23952167.573011104
WL_52,23952167.573011104
WL_53,23952167.573011104
WL_54,23952167.573011104
WL_55,23952167.573011104
WL_56,23952167.573011104
WL_57,23952167.573011104
WL_58,23952167.573011104
WL_59,23952167.573011104
WL_60,23952167.573011104
WL_61,23952167.573011104
WL_62,23952167.573011104
WL_63,23952167.573011104
WL_64,23952167.573011104
WL_65,23952167.573011104
WL_66,23952167.573011104
WL_67,23952167.573011104
WL_68,23952167.573011104
WL_69,23952167.573011104
WL_70,23952167.573011104
WL_71,23952167.573011104
WL_72,23952167.573011104
WL_73,23952167.573011104
WL_74,23952167.573011104
WL_75,23952167.573011104
WL_76,23952167.573011104
WL_77,23952167.573011104
WL_78,23952167.573011104
WL_79,23952167.573011104
WL_80,23952167.573011104
WL_81,23952167.573011104
WL_82,23952167.573011104
WL_83,23952167.573011104
WL_84,23952167.573011104
WL_85,23952167.573011104
WL_86,23952167.573011104
WL_87,23952167.573011104
WL_88,23952167.573011104
WL_89,23952167.573011104
WL_90,23952167.573011104
WL_91,23952167.573011104
WL_92,23952167.573011104
WL_93,23952167.573011104
WL_94,23952167.573011104
WL_95,23952167.573011104
WL_96,23952167.573011104
WL_97,23952167.573011104
WL_98,23952167.573011104
WL_99,23952167.573011104
WL_100,23952167.573011104
WL_101,23952167.573011104
WL_102,23952167.573011104
WL_103,23952167.573011104
WL_104,23952167.573011104
WL_105,23952167.573011104
WL_106,23952167.573011104
WL_107,23952167.573011104
WL_108,23952167.573011104
WL_109,23952167.573011104
WL_110,23952167.573011104
WL_111,23952167.573011104
WL_112,23952167.573011104
WL_113,23952167.573011104
WL_114,23952167.573011104
WL_115,23952167.573011104
WL_116,23952167.573011104
WL_117,23952167.573011104
WL_118,23952167.573011104
WL_119,23952167.573011104
WL_120,23952167.573011104
WL_121,23952167.573011104
WL_122,23952167.573011104
WL_123,23952167.573011104
WL_124,23952167.573011104
WL_125,23952167.573011104
WL_126,23952167.573011104
WL_127,23952167.573011104
