3,all,READ,WL_0,BL_1,228.57145454946067,0.004374999502764286,0.0002838743532002838,-0.31582544104842525,set
3,all,READ,WL_1,BL_1,229.99684170177537,0.004347885790956411,0.0002838826088623493,-0.3168356577086402,set
3,all,READ,WL_2,BL_1,229.20364725288573,0.004362932317986531,0.0002838729063925542,-0.30598626019641284,set
3,all,READ,WL_3,BL_1,227.83657658646374,0.004389110892475604,0.00028366833959025874,-0.032239872530573324,set
3,all,READ,WL_4,BL_1,230.30184501828649,0.0043421276104870015,0.0002838862878877189,-0.3236478487852995,set
3,all,READ,WL_5,BL_1,228.39876308071402,0.00437830742387431,0.00028388275649579104,-0.31983977120092605,set
3,all,READ,WL_6,BL_1,211.60711280059968,0.0047257390678654265,0.00028367342999133206,-0.03041690728557461,set
3,all,READ,WL_7,BL_1,232.68456916523618,0.00429766358632003,0.0002838861815916408,-0.3150941320313568,set
3,all,READ,WL_8,BL_1,230.13715873986888,0.004345234839413008,0.0002838750382194538,-0.3111841177296391,set
3,all,READ,WL_9,BL_1,229.4780503159096,0.004357715252606321,0.00028367872117388617,-0.03240787595341372,set
3,all,READ,WL_10,BL_1,223.97793607250875,0.004464725488301081,0.0002836767783177921,-0.03171847628692338,set
3,all,READ,WL_11,BL_1,241.5995406283139,0.004139080717617915,0.00028367318787248755,-0.03319957835777695,set
3,all,READ,WL_12,BL_1,226.8282328957576,0.004408622274369017,0.00028367980185068015,-0.034496023071719326,set
3,all,READ,WL_13,BL_1,232.8767848254564,0.004294116310260426,0.0002838805833315278,-0.3141814598421377,set
3,all,READ,WL_14,BL_1,228.2867014668606,0.004380456651984022,0.0002838904511507777,-0.3098254495257567,set
3,all,READ,WL_15,BL_1,243.80788885123255,0.004101590004785214,0.0002836842603806225,-0.03403410516404123,set
3,all,READ,WL_16,BL_1,228.83353674883531,0.004369988832089708,0.0002838787349608365,-0.3094070880610376,set
3,all,READ,WL_17,BL_1,216.67113617018973,0.004615289408989507,0.0002836749949058151,-0.028797266444469415,set
3,all,READ,WL_18,BL_1,219.4578450965689,0.004556683765667918,0.0002836760992039599,-0.03157060399318125,set
3,all,READ,WL_19,BL_1,228.87379315211896,0.0043692201987291695,0.00028388288050788216,-0.30883664506649294,set
3,all,READ,WL_20,BL_1,248.81849883521966,0.004018993783345069,0.00028367997310547267,-0.034417145647706524,set
3,all,READ,WL_21,BL_1,234.8209292409801,0.004258564188602502,0.0002838854198030812,-0.31018268556212303,set
3,all,READ,WL_22,BL_1,240.45811173261836,0.004158728490357471,0.0002838852721696393,-0.3180865328667133,set
3,all,READ,WL_23,BL_1,215.27148531192205,0.004645297070120687,0.00028393754621871176,-0.405479607498753,set
3,all,READ,WL_24,BL_1,249.25473816360727,0.004011959842238242,0.0002836750362431789,-0.03780228651074748,set
3,all,READ,WL_25,BL_1,247.9530851975591,0.004033021001546482,0.0002836820695003463,-0.03752557499077554,set
3,all,READ,WL_26,BL_1,248.81327366889792,0.004019078183629082,0.0002836884590757073,-0.03772011490197286,set
3,all,READ,WL_27,BL_1,212.82940827107484,0.004698598789159476,0.00028369173063277756,-0.02808773564888082,set
3,all,READ,WL_28,BL_1,249.47878396803372,0.004008356879469687,0.00028368126046908514,-0.038083390277067204,set
3,all,READ,WL_29,BL_1,249.5436975229806,0.004007314189563571,0.0002836867583384578,-0.0379937152474473,set
3,all,READ,WL_30,BL_1,198.17986536110692,0.005045921280539186,0.000283683587172128,-0.026411727646300624,set
3,all,READ,WL_31,BL_1,248.89787987916534,0.004017712004961548,0.0002836823352405414,-0.037908066443646526,set
3,all,READ,WL_32,BL_1,248.2966547456999,0.004027440486559026,0.0002836749476631138,-0.03771334352218488,set
3,all,READ,WL_33,BL_1,225.3623990321767,0.004437297456428046,0.0002836797132706151,-0.028761579442886313,set
3,all,READ,WL_34,BL_1,234.24320661639865,0.0042690672418842866,0.0002836650207904872,-0.030242864524004865,set
3,all,READ,WL_35,BL_1,234.71938940898133,0.00426040644753712,0.00028367211900636895,-0.030208275584008373,set
3,all,READ,WL_36,BL_1,201.58869988413426,0.0049605955124209,0.0002836841481792068,-0.026784885575680442,set
3,all,READ,WL_37,BL_1,233.8922181541164,0.004275473583054736,0.00028368222894446327,-0.03018247113670941,set
3,all,READ,WL_38,BL_1,249.35133367231782,0.004010405660449117,0.0002836920790477002,-0.0378815299552896,set
3,all,READ,WL_39,BL_1,248.3141903747833,0.0040271560738864304,0.0002836844375407527,-0.03766759095605198,set
3,all,READ,WL_40,BL_1,249.02800128689597,0.004015612681434715,0.00028367381974361844,-0.037838522543124226,set
3,all,READ,WL_41,BL_1,215.7158771108139,0.004635727390090517,0.0002836715639046278,-0.028287399847485198,set
3,all,READ,WL_42,BL_1,202.58638421597675,0.004936165892244283,0.00028368018569762884,-0.026952339967726537,set
3,all,READ,WL_43,BL_1,248.59484376200857,0.004022609579776106,0.00028366600698187836,-0.03773731786683861,set
3,all,READ,WL_44,BL_1,249.1199818583532,0.004014130028993775,0.00028367569764099814,-0.03774445526715523,set
3,all,READ,WL_45,BL_1,248.55726068474203,0.004023217818079961,0.00028367498309513984,-0.03778709665879129,set
3,all,READ,WL_46,BL_1,248.53723064121291,0.0040235420561340164,0.00028367950658379646,-0.037693944434143915,set
3,all,READ,WL_47,BL_1,218.24336779124542,0.0045820407287543415,0.00028394382949799475,-0.4060264421691733,set
3,all,READ,WL_48,BL_1,230.89722331438705,0.004330931250041112,0.0002836832328518676,-0.029557857103862963,set
3,all,READ,WL_49,BL_1,248.84959616468856,0.0040184915523760805,0.00028367337093795534,-0.03792307328533773,set
3,all,READ,WL_50,BL_1,247.9947652042141,0.004032343179407592,0.00028368462651155816,-0.03747067191141579,set
3,all,READ,WL_51,BL_1,234.7586720779325,0.004259693544645846,0.0002836714103658482,-0.030237374216069157,set
3,all,READ,WL_52,BL_1,248.30584704154683,0.0040272913904950405,0.0002836739969037486,-0.037754154811175715,set
3,all,READ,WL_53,BL_1,251.17698280125256,0.003981256518202803,0.00028367449885745077,-0.03849809153649648,set
3,all,READ,WL_54,BL_1,234.45705990838502,0.004265173334472222,0.0002836748295563604,-0.030270865094478374,set
3,all,READ,WL_55,BL_1,248.8029450375445,0.004019245028828334,0.0002836825124006716,-0.0378039336031284,set
3,all,READ,WL_56,BL_1,248.87167739779093,0.004018135010202958,0.000283668174240804,-0.03777977624820968,set
3,all,READ,WL_57,BL_1,234.74218372370942,0.004259992746667961,0.00028366167246402716,-0.03027489132029816,set
3,all,READ,WL_58,BL_1,213.2177533680632,0.004690040975498736,0.00028368672290643177,-0.02805278068835501,set
3,all,READ,WL_59,BL_1,234.38304225707677,0.004266520266868013,0.00028367298709100676,-0.03033345460494838,set
3,all,READ,WL_60,BL_1,234.73292988120778,0.004260160687748728,0.00028367045960648305,-0.03034169006685161,set
3,all,READ,WL_61,BL_1,233.58037971901308,0.004281181498218969,0.00028366841635964863,-0.030097005343172955,set
3,all,READ,WL_62,BL_1,248.53827585365642,0.004023525135375193,0.00028367969555460204,-0.03780850885974116,set
3,all,READ,WL_63,BL_1,248.24642182617086,0.004028255443295888,0.0002836688887866623,-0.037773736909479674,set
3,all,READ,WL_64,BL_1,248.7031753793657,0.004020857387424285,0.0002836676250444005,-0.03766374774049652,set
3,all,READ,WL_65,BL_1,218.13526572109708,0.004584311466989377,0.0002836807526100453,-0.02890213132604617,set
3,all,READ,WL_66,BL_1,203.84906210435028,0.004905590389658503,0.00028367490042041237,-0.0269737521686764,set
3,all,READ,WL_67,BL_1,240.27368786138396,0.0041619205536018115,0.0002836796483119006,-0.030639630777509762,set
3,all,READ,WL_68,BL_1,258.3959667985798,0.0038700294450783827,0.00028367024110898914,-0.03892029621677036,set
3,all,READ,WL_69,BL_1,258.87922759158886,0.0038628050975863257,0.0002836843902980513,-0.03898636292226651,set
3,all,READ,WL_70,BL_1,258.5279067507804,0.003868054372033403,0.0002836833096212573,-0.0389878270043831,set
3,all,READ,WL_71,BL_1,227.81442037156265,0.004389537757833818,0.0002839520497280341,-0.4060586519757309,set
