wafer1,Chip2,READ,WL_4,BL_8,66520.8719246897,1.5032875713537407e-05,-4.509862714061222e-06,0.29804113672941257,unknown
wafer1,Chip2,READ,WL_4,BL_9,2710199.3366653095,3.689765496107097e-07,-1.1069296488321289e-07,0.2979617980043292,reset
wafer1,Chip2,READ,WL_4,BL_10,2340.420985479483,0.00042727355728060587,-0.00012818206718418176,0.29993618829219243,set
wafer1,Chip2,READ,WL_4,BL_12,1908821.5185103118,5.238834486633528e-07,1.5716503459900583e-07,0.29984456442844437,reset
wafer1,Chip2,READ,WL_4,BL_13,6532938.26920657,1.5307048050852785e-07,4.5921144152558354e-08,0.29977772518509943,reset
wafer1,Chip2,READ,WL_4,BL_14,2093.797614742151,0.0004776010789959511,-0.00014328032369878533,0.29988811896986023,set
wafer1,Chip2,READ,WL_4,BL_15,2395410.4800278274,4.17464984952551e-07,-1.252394954857653e-07,0.2997187203601846,reset
wafer1,Chip2,READ,WL_6,BL_8,33904.91676318002,2.949424730887343e-05,-8.848274192662028e-06,0.29774099319087366,unknown
wafer1,Chip2,READ,WL_6,BL_9,2983548.0902603716,3.3517140322438407e-07,-1.0055142096731521e-07,0.2978300271073515,reset
wafer1,Chip2,READ,WL_6,BL_10,4518.250198848028,0.00022132461815748045,-6.639738544724413e-05,0.2997733046433682,set
wafer1,Chip2,READ,WL_6,BL_12,1887199.7875115892,5.298856043845644e-07,1.5896568131536932e-07,0.30002757703866323,reset
wafer1,Chip2,READ,WL_6,BL_13,1944781.3265743947,5.141966278344696e-07,-1.5425898835034086e-07,0.2998417792390018,reset
wafer1,Chip2,READ,WL_6,BL_14,2096.3493936453933,0.0004770197196284516,-0.00014310591588853546,0.2998405353136519,set
wafer1,Chip2,READ,WL_6,BL_15,2611600.6830421668,3.829069300269646e-07,-1.148720790080894e-07,0.2994734799300163,reset
