3,BL_0,BL_1,BL_2,BL_3
WL_0,17284843.414450817,1554971.130236175,15761659.041173978,2946129.1578789987
WL_0,17284843.414450817,1554971.130236175,15761659.041173978,2946129.1578789987
WL_0,17284843.414450817,1554971.130236175,15761659.041173978,2946129.1578789987
WL_0,17284843.414450817,1554971.130236175,15761659.041173978,2946129.1578789987
