3,BL_0,BL_1,BL_2,BL_3,BL_4,BL_5,BL_6,BL_7,BL_8,BL_9,BL_10,BL_11,BL_12,BL_13,BL_14,BL_15
WL_0,20680469.63443194,1519272.6972536475,12249637.298972944,3103949.7322503813,4330475.492405103,4658397.786577829,19755263.47529528,30001883.379367635,14249078.578018973,6118351.349012532,159782616.2735053,3513250.43230404,1627233.4794483543,49573564.8777174,3303944.422932133,3171445.7381665413
WL_0,20680469.63443194,1519272.6972536475,12249637.298972944,3103949.7322503813,4330475.492405103,4658397.786577829,19755263.47529528,30001883.379367635,14249078.578018973,6118351.349012532,159782616.2735053,3513250.43230404,1627233.4794483543,49573564.8777174,3303944.422932133,3171445.7381665413
WL_0,20680469.63443194,1519272.6972536475,12249637.298972944,3103949.7322503813,4330475.492405103,4658397.786577829,19755263.47529528,30001883.379367635,14249078.578018973,6118351.349012532,159782616.2735053,3513250.43230404,1627233.4794483543,49573564.8777174,3303944.422932133,3171445.7381665413
WL_0,20680469.63443194,1519272.6972536475,12249637.298972944,3103949.7322503813,4330475.492405103,4658397.786577829,19755263.47529528,30001883.379367635,14249078.578018973,6118351.349012532,159782616.2735053,3513250.43230404,1627233.4794483543,49573564.8777174,3303944.422932133,3171445.7381665413
WL_0,20680469.63443194,1519272.6972536475,12249637.298972944,3103949.7322503813,4330475.492405103,4658397.786577829,19755263.47529528,30001883.379367635,14249078.578018973,6118351.349012532,159782616.2735053,3513250.43230404,1627233.4794483543,49573564.8777174,3303944.422932133,3171445.7381665413
WL_0,20680469.63443194,1519272.6972536475,12249637.298972944,3103949.7322503813,4330475.492405103,4658397.786577829,19755263.47529528,30001883.379367635,14249078.578018973,6118351.349012532,159782616.2735053,3513250.43230404,1627233.4794483543,49573564.8777174,3303944.422932133,3171445.7381665413
WL_0,20680469.63443194,1519272.6972536475,12249637.298972944,3103949.7322503813,4330475.492405103,4658397.786577829,19755263.47529528,30001883.379367635,14249078.578018973,6118351.349012532,159782616.2735053,3513250.43230404,1627233.4794483543,49573564.8777174,3303944.422932133,3171445.7381665413
WL_0,20680469.63443194,1519272.6972536475,12249637.298972944,3103949.7322503813,4330475.492405103,4658397.786577829,19755263.47529528,30001883.379367635,14249078.578018973,6118351.349012532,159782616.2735053,3513250.43230404,1627233.4794483543,49573564.8777174,3303944.422932133,3171445.7381665413
WL_0,20680469.63443194,1519272.6972536475,12249637.298972944,3103949.7322503813,4330475.492405103,4658397.786577829,19755263.47529528,30001883.379367635,14249078.578018973,6118351.349012532,159782616.2735053,3513250.43230404,1627233.4794483543,49573564.8777174,3303944.422932133,3171445.7381665413
WL_0,20680469.63443194,1519272.6972536475,12249637.298972944,3103949.7322503813,4330475.492405103,4658397.786577829,19755263.47529528,30001883.379367635,14249078.578018973,6118351.349012532,159782616.2735053,3513250.43230404,1627233.4794483543,49573564.8777174,3303944.422932133,3171445.7381665413
WL_0,20680469.63443194,1519272.6972536475,12249637.298972944,3103949.7322503813,4330475.492405103,4658397.786577829,19755263.47529528,30001883.379367635,14249078.578018973,6118351.349012532,159782616.2735053,3513250.43230404,1627233.4794483543,49573564.8777174,3303944.422932133,3171445.7381665413
WL_0,20680469.63443194,1519272.6972536475,12249637.298972944,3103949.7322503813,4330475.492405103,4658397.786577829,19755263.47529528,30001883.379367635,14249078.578018973,6118351.349012532,159782616.2735053,3513250.43230404,1627233.4794483543,49573564.8777174,3303944.422932133,3171445.7381665413
WL_0,20680469.63443194,1519272.6972536475,12249637.298972944,3103949.7322503813,4330475.492405103,4658397.786577829,19755263.47529528,30001883.379367635,14249078.578018973,6118351.349012532,159782616.2735053,3513250.43230404,1627233.4794483543,49573564.8777174,3303944.422932133,3171445.7381665413
WL_0,20680469.63443194,1519272.6972536475,12249637.298972944,3103949.7322503813,4330475.492405103,4658397.786577829,19755263.47529528,30001883.379367635,14249078.578018973,6118351.349012532,159782616.2735053,3513250.43230404,1627233.4794483543,49573564.8777174,3303944.422932133,3171445.7381665413
WL_0,20680469.63443194,1519272.6972536475,12249637.298972944,3103949.7322503813,4330475.492405103,4658397.786577829,19755263.47529528,30001883.379367635,14249078.578018973,6118351.349012532,159782616.2735053,3513250.43230404,1627233.4794483543,49573564.8777174,3303944.422932133,3171445.7381665413
WL_0,20680469.63443194,1519272.6972536475,12249637.298972944,3103949.7322503813,4330475.492405103,4658397.786577829,19755263.47529528,30001883.379367635,14249078.578018973,6118351.349012532,159782616.2735053,3513250.43230404,1627233.4794483543,49573564.8777174,3303944.422932133,3171445.7381665413
