3,BL_0,BL_1,BL_2,BL_3
WL_0,12922490.22877202,1529482.5407809447,12808526.197120776,3142350.5556534645
WL_0,12922490.22877202,1529482.5407809447,12808526.197120776,3142350.5556534645
WL_0,12922490.22877202,1529482.5407809447,12808526.197120776,3142350.5556534645
WL_0,12922490.22877202,1529482.5407809447,12808526.197120776,3142350.5556534645
