3,BL_0,BL_1,BL_2,BL_3
WL_0,17912504.912903864,1511031.1141521826,14207036.052023524,3206374.755588575
WL_0,17912504.912903864,1511031.1141521826,14207036.052023524,3206374.755588575
WL_0,17912504.912903864,1511031.1141521826,14207036.052023524,3206374.755588575
WL_0,17912504.912903864,1511031.1141521826,14207036.052023524,3206374.755588575
