3,BL_0,BL_1,BL_2,BL_3
WL_0,17847642.316593654,1595457.790086182,13477234.589172369,3038635.734046589
WL_0,17847642.316593654,1595457.790086182,13477234.589172369,3038635.734046589
WL_0,17847642.316593654,1595457.790086182,13477234.589172369,3038635.734046589
WL_0,17847642.316593654,1595457.790086182,13477234.589172369,3038635.734046589
