3,BL_0,BL_1,BL_2,BL_3,BL_4,BL_5,BL_6,BL_7,BL_8,BL_9,BL_10,BL_11,BL_12,BL_13,BL_14,BL_15
WL_0,14144637.4963868,1567069.4285411034,13263041.24245167,2996919.656278329,3946378.507746666,5038903.897330831,14745240.151672125,56270583.98369019,20214153.16464,5589973.219154924,48323786.664127365,3658834.0211744495,1674633.5575543223,47219055.94115404,3669709.5222690566,3052663.0609364645
WL_0,14144637.4963868,1567069.4285411034,13263041.24245167,2996919.656278329,3946378.507746666,5038903.897330831,14745240.151672125,56270583.98369019,20214153.16464,5589973.219154924,48323786.664127365,3658834.0211744495,1674633.5575543223,47219055.94115404,3669709.5222690566,3052663.0609364645
WL_0,14144637.4963868,1567069.4285411034,13263041.24245167,2996919.656278329,3946378.507746666,5038903.897330831,14745240.151672125,56270583.98369019,20214153.16464,5589973.219154924,48323786.664127365,3658834.0211744495,1674633.5575543223,47219055.94115404,3669709.5222690566,3052663.0609364645
WL_0,14144637.4963868,1567069.4285411034,13263041.24245167,2996919.656278329,3946378.507746666,5038903.897330831,14745240.151672125,56270583.98369019,20214153.16464,5589973.219154924,48323786.664127365,3658834.0211744495,1674633.5575543223,47219055.94115404,3669709.5222690566,3052663.0609364645
WL_0,14144637.4963868,1567069.4285411034,13263041.24245167,2996919.656278329,3946378.507746666,5038903.897330831,14745240.151672125,56270583.98369019,20214153.16464,5589973.219154924,48323786.664127365,3658834.0211744495,1674633.5575543223,47219055.94115404,3669709.5222690566,3052663.0609364645
WL_0,14144637.4963868,1567069.4285411034,13263041.24245167,2996919.656278329,3946378.507746666,5038903.897330831,14745240.151672125,56270583.98369019,20214153.16464,5589973.219154924,48323786.664127365,3658834.0211744495,1674633.5575543223,47219055.94115404,3669709.5222690566,3052663.0609364645
WL_0,14144637.4963868,1567069.4285411034,13263041.24245167,2996919.656278329,3946378.507746666,5038903.897330831,14745240.151672125,56270583.98369019,20214153.16464,5589973.219154924,48323786.664127365,3658834.0211744495,1674633.5575543223,47219055.94115404,3669709.5222690566,3052663.0609364645
WL_0,14144637.4963868,1567069.4285411034,13263041.24245167,2996919.656278329,3946378.507746666,5038903.897330831,14745240.151672125,56270583.98369019,20214153.16464,5589973.219154924,48323786.664127365,3658834.0211744495,1674633.5575543223,47219055.94115404,3669709.5222690566,3052663.0609364645
WL_0,14144637.4963868,1567069.4285411034,13263041.24245167,2996919.656278329,3946378.507746666,5038903.897330831,14745240.151672125,56270583.98369019,20214153.16464,5589973.219154924,48323786.664127365,3658834.0211744495,1674633.5575543223,47219055.94115404,3669709.5222690566,3052663.0609364645
WL_0,14144637.4963868,1567069.4285411034,13263041.24245167,2996919.656278329,3946378.507746666,5038903.897330831,14745240.151672125,56270583.98369019,20214153.16464,5589973.219154924,48323786.664127365,3658834.0211744495,1674633.5575543223,47219055.94115404,3669709.5222690566,3052663.0609364645
WL_0,14144637.4963868,1567069.4285411034,13263041.24245167,2996919.656278329,3946378.507746666,5038903.897330831,14745240.151672125,56270583.98369019,20214153.16464,5589973.219154924,48323786.664127365,3658834.0211744495,1674633.5575543223,47219055.94115404,3669709.5222690566,3052663.0609364645
WL_0,14144637.4963868,1567069.4285411034,13263041.24245167,2996919.656278329,3946378.507746666,5038903.897330831,14745240.151672125,56270583.98369019,20214153.16464,5589973.219154924,48323786.664127365,3658834.0211744495,1674633.5575543223,47219055.94115404,3669709.5222690566,3052663.0609364645
WL_0,14144637.4963868,1567069.4285411034,13263041.24245167,2996919.656278329,3946378.507746666,5038903.897330831,14745240.151672125,56270583.98369019,20214153.16464,5589973.219154924,48323786.664127365,3658834.0211744495,1674633.5575543223,47219055.94115404,3669709.5222690566,3052663.0609364645
WL_0,14144637.4963868,1567069.4285411034,13263041.24245167,2996919.656278329,3946378.507746666,5038903.897330831,14745240.151672125,56270583.98369019,20214153.16464,5589973.219154924,48323786.664127365,3658834.0211744495,1674633.5575543223,47219055.94115404,3669709.5222690566,3052663.0609364645
WL_0,14144637.4963868,1567069.4285411034,13263041.24245167,2996919.656278329,3946378.507746666,5038903.897330831,14745240.151672125,56270583.98369019,20214153.16464,5589973.219154924,48323786.664127365,3658834.0211744495,1674633.5575543223,47219055.94115404,3669709.5222690566,3052663.0609364645
WL_0,14144637.4963868,1567069.4285411034,13263041.24245167,2996919.656278329,3946378.507746666,5038903.897330831,14745240.151672125,56270583.98369019,20214153.16464,5589973.219154924,48323786.664127365,3658834.0211744495,1674633.5575543223,47219055.94115404,3669709.5222690566,3052663.0609364645
