3,BL_0,BL_1,BL_2,BL_3
WL_0,20804580.53025537,1548879.6584377028,10693948.158713972,3281073.7345185373
WL_0,20804580.53025537,1548879.6584377028,10693948.158713972,3281073.7345185373
WL_0,20804580.53025537,1548879.6584377028,10693948.158713972,3281073.7345185373
WL_0,20804580.53025537,1548879.6584377028,10693948.158713972,3281073.7345185373
