3,BL_0,BL_1,BL_2,BL_3,BL_4,BL_5,BL_6,BL_7,BL_8,BL_9,BL_10,BL_11,BL_12,BL_13,BL_14,BL_15
WL_0,11761770.134780403,1581423.473086754,12042031.741799217,2953777.788175976,4389598.304947341,5118484.2011954775,13234347.731037954,68660775.29998863,43828020.98681707,5288999.050808393,253108965.89993465,3528959.374561793,1745520.230195888,139653275.16136593,3496479.2008512355,3139346.8596809595
WL_0,11761770.134780403,1581423.473086754,12042031.741799217,2953777.788175976,4389598.304947341,5118484.2011954775,13234347.731037954,68660775.29998863,43828020.98681707,5288999.050808393,253108965.89993465,3528959.374561793,1745520.230195888,139653275.16136593,3496479.2008512355,3139346.8596809595
WL_0,11761770.134780403,1581423.473086754,12042031.741799217,2953777.788175976,4389598.304947341,5118484.2011954775,13234347.731037954,68660775.29998863,43828020.98681707,5288999.050808393,253108965.89993465,3528959.374561793,1745520.230195888,139653275.16136593,3496479.2008512355,3139346.8596809595
WL_0,11761770.134780403,1581423.473086754,12042031.741799217,2953777.788175976,4389598.304947341,5118484.2011954775,13234347.731037954,68660775.29998863,43828020.98681707,5288999.050808393,253108965.89993465,3528959.374561793,1745520.230195888,139653275.16136593,3496479.2008512355,3139346.8596809595
WL_0,11761770.134780403,1581423.473086754,12042031.741799217,2953777.788175976,4389598.304947341,5118484.2011954775,13234347.731037954,68660775.29998863,43828020.98681707,5288999.050808393,253108965.89993465,3528959.374561793,1745520.230195888,139653275.16136593,3496479.2008512355,3139346.8596809595
WL_0,11761770.134780403,1581423.473086754,12042031.741799217,2953777.788175976,4389598.304947341,5118484.2011954775,13234347.731037954,68660775.29998863,43828020.98681707,5288999.050808393,253108965.89993465,3528959.374561793,1745520.230195888,139653275.16136593,3496479.2008512355,3139346.8596809595
WL_0,11761770.134780403,1581423.473086754,12042031.741799217,2953777.788175976,4389598.304947341,5118484.2011954775,13234347.731037954,68660775.29998863,43828020.98681707,5288999.050808393,253108965.89993465,3528959.374561793,1745520.230195888,139653275.16136593,3496479.2008512355,3139346.8596809595
WL_0,11761770.134780403,1581423.473086754,12042031.741799217,2953777.788175976,4389598.304947341,5118484.2011954775,13234347.731037954,68660775.29998863,43828020.98681707,5288999.050808393,253108965.89993465,3528959.374561793,1745520.230195888,139653275.16136593,3496479.2008512355,3139346.8596809595
WL_0,11761770.134780403,1581423.473086754,12042031.741799217,2953777.788175976,4389598.304947341,5118484.2011954775,13234347.731037954,68660775.29998863,43828020.98681707,5288999.050808393,253108965.89993465,3528959.374561793,1745520.230195888,139653275.16136593,3496479.2008512355,3139346.8596809595
WL_0,11761770.134780403,1581423.473086754,12042031.741799217,2953777.788175976,4389598.304947341,5118484.2011954775,13234347.731037954,68660775.29998863,43828020.98681707,5288999.050808393,253108965.89993465,3528959.374561793,1745520.230195888,139653275.16136593,3496479.2008512355,3139346.8596809595
WL_0,11761770.134780403,1581423.473086754,12042031.741799217,2953777.788175976,4389598.304947341,5118484.2011954775,13234347.731037954,68660775.29998863,43828020.98681707,5288999.050808393,253108965.89993465,3528959.374561793,1745520.230195888,139653275.16136593,3496479.2008512355,3139346.8596809595
WL_0,11761770.134780403,1581423.473086754,12042031.741799217,2953777.788175976,4389598.304947341,5118484.2011954775,13234347.731037954,68660775.29998863,43828020.98681707,5288999.050808393,253108965.89993465,3528959.374561793,1745520.230195888,139653275.16136593,3496479.2008512355,3139346.8596809595
WL_0,11761770.134780403,1581423.473086754,12042031.741799217,2953777.788175976,4389598.304947341,5118484.2011954775,13234347.731037954,68660775.29998863,43828020.98681707,5288999.050808393,253108965.89993465,3528959.374561793,1745520.230195888,139653275.16136593,3496479.2008512355,3139346.8596809595
WL_0,11761770.134780403,1581423.473086754,12042031.741799217,2953777.788175976,4389598.304947341,5118484.2011954775,13234347.731037954,68660775.29998863,43828020.98681707,5288999.050808393,253108965.89993465,3528959.374561793,1745520.230195888,139653275.16136593,3496479.2008512355,3139346.8596809595
WL_0,11761770.134780403,1581423.473086754,12042031.741799217,2953777.788175976,4389598.304947341,5118484.2011954775,13234347.731037954,68660775.29998863,43828020.98681707,5288999.050808393,253108965.89993465,3528959.374561793,1745520.230195888,139653275.16136593,3496479.2008512355,3139346.8596809595
WL_0,11761770.134780403,1581423.473086754,12042031.741799217,2953777.788175976,4389598.304947341,5118484.2011954775,13234347.731037954,68660775.29998863,43828020.98681707,5288999.050808393,253108965.89993465,3528959.374561793,1745520.230195888,139653275.16136593,3496479.2008512355,3139346.8596809595
