chip1,Array,READ,WL_0,BL_0,37958846.19423938,2.634432023784115e-08,1.8441024166488806e-08,0.7005982993861684,reset
chip1,Array,READ,WL_0,BL_1,2904221.721048902,3.4432632768783075e-07,-2.410284293814815e-07,0.7001369390426813,reset
chip1,Array,READ,WL_0,BL_2,11832089.380210219,8.451592680431841e-08,-5.916114876302288e-08,0.7005864592402173,reset
chip1,Array,READ,WL_0,BL_3,5512032.62886451,1.8142127729131424e-07,1.2699489410391995e-07,0.700169386560331,reset
chip1,Array,READ,WL_0,BL_4,7904650.699422704,1.2650780382655395e-07,8.855546267858776e-08,0.7003591843583672,reset
chip1,Array,READ,WL_0,BL_5,61717.366604441435,1.6202894825522838e-05,-1.1342026377865984e-05,0.6998522848461592,reset
chip1,Array,READ,WL_0,BL_6,19173170.645030253,5.215621445789422e-08,3.650935012052596e-08,0.7013521419405762,reset
chip1,Array,READ,WL_0,BL_7,49732782.959542,2.0107461125059254e-08,1.4075222787541476e-08,0.7018673642504745,reset
chip1,Array,READ,WL_0,BL_8,104163924.56409934,9.600252718825222e-09,-6.720176903177655e-09,0.697925667382012,reset
chip1,Array,READ,WL_0,BL_9,8144566.328196878,1.2278124576602098e-07,-8.594687203621469e-08,0.6979499625044893,reset
chip1,Array,READ,WL_0,BL_10,232922642.27479544,4.293270891286854e-09,-3.0052896239007973e-09,0.7001749601200158,reset
chip1,Array,READ,WL_0,BL_11,6048289.631903022,1.653359975893486e-07,-1.15735198312544e-07,0.7006543999178583,reset
chip1,Array,READ,WL_0,BL_12,4016329.424271596,2.48983560451185e-07,1.7428849231582949e-07,0.7001486098743567,reset
chip1,Array,READ,WL_0,BL_13,15989712.871313274,6.254020994924017e-08,4.377814696446811e-08,0.700562673445568,reset
chip1,Array,READ,WL_0,BL_14,6584453.919699875,1.518728830356187e-07,1.0631101812493306e-07,0.7006941243561867,reset
chip1,Array,READ,WL_0,BL_15,5425196.2713853745,1.8432512852565252e-07,-1.2902758996795675e-07,0.7006326230174741,reset
chip1,Array,READ,WL_0,BL_16,5012174.467030932,1.9951420417980206e-07,1.3965994292586143e-07,0.7024752090491397,reset
chip1,Array,READ,WL_0,BL_17,10136604.722180776,9.86523621476345e-08,-6.905665350334415e-08,0.7008544260507586,reset
chip1,Array,READ,WL_0,BL_18,6592432.65102833,1.516890733565573e-07,-1.0618235134959012e-07,0.7010352047639837,reset
chip1,Array,READ,WL_0,BL_19,6823247.540858019,1.4655777824444145e-07,1.0259044477110901e-07,0.7014184360548532,reset
chip1,Array,READ,WL_0,BL_20,35276724.03759969,2.8347303421206293e-08,-1.9843112394844405e-08,0.7015151212361866,reset
chip1,Array,READ,WL_0,BL_21,12606383.749095166,7.9324889667251e-08,-5.552742276707569e-08,0.7016849112116963,reset
chip1,Array,READ,WL_0,BL_22,4628991.779559914,2.1602976363355557e-07,-1.5122083454348888e-07,0.7000150869138814,reset
chip1,Array,READ,WL_0,BL_23,6853437.619386561,1.4591217656541656e-07,-1.0213852359579158e-07,0.6991736287816879,reset
chip1,Array,READ,WL_0,BL_24,18709014.05230669,5.345017098197684e-08,3.741511968738379e-08,0.6991510284153482,reset
chip1,Array,READ,WL_0,BL_25,5359595.866571149,1.8658123203601903e-07,1.3060686242521332e-07,0.6991313806539211,reset
chip1,Array,READ,WL_0,BL_26,10753837.89310762,9.299005712564468e-08,-6.509303998795127e-08,0.7010345887209927,reset
chip1,Array,READ,WL_0,BL_27,6767952.168820372,1.4775518133933504e-07,-1.0342862693753453e-07,0.70139611812114,reset
chip1,Array,READ,WL_0,BL_28,15441528.659015885,6.476042768059285e-08,-4.533229937641499e-08,0.6997789560193916,reset
chip1,Array,READ,WL_0,BL_29,18486200.481796175,5.4094404146743135e-08,-3.786608290272019e-08,0.7002020987090942,reset
chip1,Array,READ,WL_0,BL_30,11633127.857439138,8.596140369595622e-08,6.017298258716935e-08,0.6983477590555863,reset
chip1,Array,READ,WL_0,BL_31,4696717.791446447,2.1291464473790115e-07,1.4904025131653079e-07,0.6981814605336177,reset
